0001,0002,0003,0004,0005,0006,0007,0008,0009,0010,0011,0012,0013,0014,0015,0016,0017,0018,0019,0020,0021,0022,0023
0.7916666666666666,0.5222222222222223,0.5,0.28205128205128205,0.29166666666666663,0.8571428571428571,0.9259259259259259,0.16666666666666666,0.3333333333333333,1.0,0.8333333333333334,0.31666666666666665,0.7333333333333333,0.0,0.25,0.0,0.2,0.8333333333333334,0.33503401360544216,0.52,0.6,1.0,0.5
0.7916666666666666,0.4666666666666667,0.5,0.21153846153846154,0.16666666666666666,0.8571428571428571,0.9259259259259259,0.125,0.3333333333333333,0.9545454545454546,0.8333333333333334,0.275,0.6833333333333333,0.0,0.3055555555555555,0.0,0.2,0.8333333333333334,0.3010204081632653,0.36,0.6666666666666666,1.0,0.5
0.7916666666666666,0.5333333333333333,0.5,0.3333333333333333,0.2222222222222222,0.8571428571428571,0.8148148148148148,0.16666666666666666,0.3333333333333333,0.8939393939393939,0.8333333333333334,0.31666666666666665,0.6333333333333333,0.0,0.2777777777777778,0.041666666666666664,0.2,0.8333333333333334,0.2789115646258503,0.36,0.4,1.0,0.5
0.7916666666666666,0.4666666666666667,0.4375,0.26282051282051283,0.16666666666666666,0.7619047619047619,0.8888888888888888,0.13333333333333333,0.16666666666666666,1.0,0.8333333333333334,0.31666666666666665,0.6833333333333333,0.0,0.16666666666666666,0.0,0.2,0.8333333333333334,0.3010204081632653,0.6799999999999999,0.6,1.0,0.25
0.7916666666666666,0.5,0.4375,0.21153846153846154,0.05555555555555555,0.8571428571428571,0.9259259259259259,0.13333333333333333,0.16666666666666666,0.9545454545454546,0.8333333333333334,0.31666666666666665,0.6333333333333333,0.0,0.3055555555555555,0.0,0.2,0.8333333333333334,0.3010204081632653,0.38666666666666666,0.4,1.0,0.5
0.7916666666666666,0.4222222222222222,0.5,0.17307692307692307,0.20833333333333331,0.8571428571428571,0.9259259259259259,0.125,0.3333333333333333,0.8939393939393939,0.8333333333333334,0.29166666666666663,0.5083333333333333,0.0,0.16666666666666666,0.0,0.2,0.8333333333333334,0.24319727891156462,0.30666666666666664,0.6666666666666666,1.0,0.5
0.7916666666666666,0.5555555555555556,0.5,0.14743589743589744,0.05555555555555555,0.6666666666666666,0.7777777777777778,0.125,0.16666666666666666,0.9545454545454546,0.8333333333333334,0.25,0.44166666666666665,0.0,0.2777777777777778,0.0,0.2,0.8333333333333334,0.27721088435374147,0.36,0.4666666666666667,1.0,1.0
0.7916666666666666,0.5,0.375,0.1987179487179487,0.2361111111111111,0.7619047619047619,0.7037037037037037,0.175,0.3333333333333333,0.9545454545454546,0.8333333333333334,0.275,0.3,0.0,0.2777777777777778,0.0,0.2,0.8333333333333334,0.29081632653061223,0.36,0.8,1.0,0.5
0.7916666666666666,0.6666666666666666,0.4375,0.17307692307692307,0.1388888888888889,0.8571428571428571,1.0,0.2833333333333333,0.3333333333333333,0.9545454545454546,0.8333333333333334,0.5666666666666667,0.75,0.08333333333333333,0.1388888888888889,0.2361111111111111,0.2,0.8333333333333334,0.27721088435374147,0.36,0.6,1.0,0.25
0.7916666666666666,0.4666666666666667,0.5,0.33974358974358976,0.09722222222222222,0.8571428571428571,0.7037037037037037,0.125,0.5,0.9545454545454546,0.8333333333333334,0.31666666666666665,0.44166666666666665,0.0,0.2777777777777778,0.0,0.2,0.8333333333333334,0.29081632653061223,0.22666666666666668,0.8,1.0,1.0
0.7916666666666666,0.4888888888888889,0.4375,0.25,0.16666666666666666,0.6666666666666666,1.0,0.13333333333333333,0.3333333333333333,1.0,0.8333333333333334,0.31666666666666665,0.8333333333333334,0.0,0.3611111111111111,0.0,0.0,0.8333333333333334,0.30272108843537415,0.36,0.8,1.0,0.25
0.7916666666666666,0.4888888888888889,0.5,0.1282051282051282,0.16666666666666666,0.8571428571428571,0.8148148148148148,0.125,0.16666666666666666,1.0,0.8333333333333334,0.24166666666666667,0.5333333333333333,0.0,0.19444444444444442,0.0,0.2,0.8333333333333334,0.2670068027210884,0.16,0.8666666666666667,1.0,0.5
0.7916666666666666,0.4666666666666667,0.5,0.22435897435897437,0.1111111111111111,0.8571428571428571,0.8888888888888888,0.15,0.16666666666666666,0.9545454545454546,0.8333333333333334,0.31666666666666665,0.6333333333333333,0.0,0.2777777777777778,0.0,0.2,0.8333333333333334,0.2789115646258503,0.36,0.6,1.0,0.5
0.7916666666666666,0.43333333333333335,0.4375,0.23076923076923075,0.29166666666666663,0.8571428571428571,0.8888888888888888,0.125,0.16666666666666666,1.0,0.8333333333333334,0.31666666666666665,0.5916666666666667,0.0,0.16666666666666666,0.0,0.2,0.8333333333333334,0.32312925170068024,0.5466666666666666,0.6,1.0,0.25
0.7916666666666666,0.45555555555555555,0.4375,0.3333333333333333,0.15277777777777776,0.8571428571428571,0.7407407407407407,0.125,0.5,0.8939393939393939,0.8333333333333334,0.29166666666666663,0.4166666666666667,0.08333333333333333,0.2777777777777778,0.0,0.2,0.8333333333333334,0.30612244897959184,0.36,0.6,1.0,1.0
0.7916666666666666,0.5222222222222223,0.4375,0.16025641025641024,0.1111111111111111,0.7619047619047619,1.0,0.15833333333333333,0.3333333333333333,1.0,0.8333333333333334,0.31666666666666665,0.8,0.0,0.16666666666666666,0.0,0.2,0.8333333333333334,0.32312925170068024,0.56,0.8,1.0,0.5
0.7916666666666666,0.5,0.5,0.3141025641025641,0.16666666666666666,0.6666666666666666,0.7407407407407407,0.125,0.3333333333333333,0.9545454545454546,0.8333333333333334,0.31666666666666665,0.5083333333333333,0.0,0.19444444444444442,0.0,0.2,0.8333333333333334,0.3333333333333333,0.36,0.4,1.0,0.5
0.7916666666666666,0.4888888888888889,0.5,0.21153846153846154,0.25,0.7619047619047619,0.7777777777777778,0.13333333333333333,0.16666666666666666,1.0,0.8333333333333334,0.31666666666666665,0.75,0.0,0.16666666666666666,0.0,0.2,0.8333333333333334,0.3129251700680272,0.64,0.8,1.0,1.0
0.7916666666666666,0.4888888888888889,0.5,0.3141025641025641,0.15277777777777776,0.5714285714285714,1.0,0.18333333333333332,0.16666666666666666,0.9545454545454546,0.8333333333333334,0.44166666666666665,0.8333333333333334,0.16666666666666666,0.2222222222222222,0.09722222222222222,0.2,0.8333333333333334,0.195578231292517,0.3466666666666667,1.0,1.0,0.5
0.7916666666666666,0.5,0.5,0.22435897435897437,0.1111111111111111,0.7619047619047619,0.8518518518518519,0.1,0.3333333333333333,0.9545454545454546,0.8333333333333334,0.29166666666666663,0.48333333333333334,0.0,0.16666666666666666,0.0,0.0,0.8333333333333334,0.24489795918367346,0.36,0.6666666666666666,1.0,0.5
0.7916666666666666,0.5222222222222223,0.375,0.30128205128205127,0.16666666666666666,0.8571428571428571,0.8888888888888888,0.175,0.5,0.9545454545454546,0.8333333333333334,0.23333333333333334,0.36666666666666664,0.08333333333333333,0.2777777777777778,0.0,0.0,0.8333333333333334,0.29931972789115646,0.36,0.8666666666666667,1.0,1.0
0.7916666666666666,0.4888888888888889,0.5,0.23717948717948717,0.09722222222222222,0.8571428571428571,0.8148148148148148,0.125,0.16666666666666666,0.9545454545454546,0.8333333333333334,0.31666666666666665,0.48333333333333334,0.0,0.2777777777777778,0.0,0.2,0.8333333333333334,0.3010204081632653,0.36,0.8,1.0,0.5
